TABLE 0/3: 0< N_{particle} <20
AbsEtaLow,AbsEtaHigh,PhiLow,PhiHigh,Numerator,Denominator,Error,RelativeError
3.6, 3.8, -1.73338, -1.5758, 10225, 0, -nan, -nan
3.6, 3.8, -1.5758, -1.41822, 10067, 0, -nan, -nan
3.6, 3.8, -1.41822, -1.26064, 10278, 0, -nan, -nan
3.6, 3.8, -1.26064, -1.10306, 10164, 0, -nan, -nan
3.6, 3.8, -1.10306, -0.945478, 10247, 0, -nan, -nan
3.6, 3.8, -0.945478, -0.787898, 10122, 0, -nan, -nan
3.6, 3.8, -0.787898, -0.630319, 10165, 0, -nan, -nan
3.6, 3.8, -0.630319, -0.472739, 10275, 0, -nan, -nan
3.6, 3.8, -0.472739, -0.315159, 10270, 0, -nan, -nan
3.6, 3.8, -0.315159, -0.15758, 10264, 0, -nan, -nan
3.6, 3.8, -0.15758, 0, 10193, 1505, 0.187026, 0.0276145
3.6, 3.8, 0, 0.157579, 10142, 1634, 0.165456, 0.026657
3.6, 3.8, 0.157579, 0.315159, 10078, 0, -nan, -nan
3.6, 3.8, 0.315159, 0.472739, 10215, 0, -nan, -nan
3.6, 3.8, 0.472739, 0.630318, 10015, 0, -nan, -nan
3.6, 3.8, 0.630318, 0.787898, 10284, 0, -nan, -nan
3.6, 3.8, 0.787898, 0.945477, 10362, 0, -nan, -nan
3.6, 3.8, 0.945477, 1.10306, 10424, 0, -nan, -nan
3.6, 3.8, 1.10306, 1.26064, 10235, 0, -nan, -nan
3.6, 3.8, 1.26064, 1.41822, 10208, 0, -nan, -nan
3.6, 3.8, 1.41822, 1.5758, 10199, 0, -nan, -nan
3.6, 3.8, 1.5758, 1.73338, 10243, 0, -nan, -nan
3.6, 3.8, 1.73338, 1.89096, 10095, 0, -nan, -nan
3.6, 3.8, 1.89096, 2.04853, 10253, 0, -nan, -nan
3.6, 3.8, 2.04853, 2.20611, 10054, 0, -nan, -nan
3.6, 3.8, 2.20611, 2.36369, 10239, 0, -nan, -nan
3.6, 3.8, 2.36369, 2.52127, 10141, 0, -nan, -nan
3.6, 3.8, 2.52127, 2.67885, 10126, 0, -nan, -nan
3.6, 3.8, 2.67885, 2.83643, 10088, 0, -nan, -nan
3.6, 3.8, 2.83643, 2.99401, 10292, 0, -nan, -nan
3.6, 3.8, 2.99401, 3.15159, 9526, 1638, 0.155559, 0.0267484
3.8, 4, -3.15159, -2.99401, 7853, 1056, 0.243745, 0.0327767
3.8, 4, -2.99401, -2.83643, 8481, 0, -nan, -nan
3.8, 4, -2.83643, -2.67885, 8460, 0, -nan, -nan
3.8, 4, -2.67885, -2.52127, 8497, 0, -nan, -nan
3.8, 4, -2.52127, -2.36369, 8402, 0, -nan, -nan
3.8, 4, -2.36369, -2.20611, 8679, 0, -nan, -nan
3.8, 4, -2.20611, -2.04854, 8511, 0, -nan, -nan
3.8, 4, -2.04854, -1.89096, 8562, 0, -nan, -nan
3.8, 4, -1.89096, -1.73338, 8278, 0, -nan, -nan
3.8, 4, -1.73338, -1.5758, 8466, 0, -nan, -nan
3.8, 4, -1.5758, -1.41822, 8494, 0, -nan, -nan
3.8, 4, -1.41822, -1.26064, 8449, 0, -nan, -nan
3.8, 4, -1.26064, -1.10306, 8423, 0, -nan, -nan
3.8, 4, -1.10306, -0.945478, 8369, 0, -nan, -nan
3.8, 4, -0.945478, -0.787898, 8343, 0, -nan, -nan
3.8, 4, -0.787898, -0.630319, 8448, 0, -nan, -nan
3.8, 4, -0.630319, -0.472739, 8470, 0, -nan, -nan
3.8, 4, -0.472739, -0.315159, 8334, 0, -nan, -nan
3.8, 4, -0.315159, -0.15758, 8517, 0, -nan, -nan
3.8, 4, -0.15758, 0, 8430, 1038, 0.267145, 0.032894
3.8, 4, 0, 0.157579, 8361, 1149, 0.228949, 0.0314631
3.8, 4, 0.157579, 0.315159, 8336, 0, -nan, -nan
3.8, 4, 0.315159, 0.472739, 8343, 0, -nan, -nan
3.8, 4, 0.472739, 0.630318, 8425, 0, -nan, -nan
3.8, 4, 0.630318, 0.787898, 8219, 0, -nan, -nan
3.8, 4, 0.787898, 0.945477, 8511, 0, -nan, -nan
3.8, 4, 0.945477, 1.10306, 8502, 0, -nan, -nan
3.8, 4, 1.10306, 1.26064, 8339, 0, -nan, -nan
3.8, 4, 1.26064, 1.41822, 8480, 0, -nan, -nan
3.8, 4, 1.41822, 1.5758, 8426, 0, -nan, -nan
3.8, 4, 1.5758, 1.73338, 8466, 0, -nan, -nan
3.8, 4, 1.73338, 1.89096, 8499, 0, -nan, -nan
3.8, 4, 1.89096, 2.04853, 8346, 0, -nan, -nan
3.8, 4, 2.04853, 2.20611, 8437, 0, -nan, -nan
3.8, 4, 2.20611, 2.36369, 8431, 0, -nan, -nan
3.8, 4, 2.36369, 2.52127, 8370, 0, -nan, -nan
3.8, 4, 2.52127, 2.67885, 8473, 0, -nan, -nan
3.8, 4, 2.67885, 2.83643, 8405, 0, -nan, -nan
3.8, 4, 2.83643, 2.99401, 8395, 0, -nan, -nan
3.8, 4, 2.99401, 3.15159, 7773, 1092, 0.230038, 0.0323172
4, 10, -3.15159, -2.99401, 23389, 2324, 0.218891, 0.0217497
4, 10, -2.99401, -2.83643, 24975, 0, -nan, -nan
4, 10, -2.83643, -2.67885, 24946, 0, -nan, -nan
4, 10, -2.67885, -2.52127, 24828, 0, -nan, -nan
4, 10, -2.52127, -2.36369, 25023, 0, -nan, -nan
4, 10, -2.36369, -2.20611, 24847, 0, -nan, -nan
4, 10, -2.20611, -2.04854, 24934, 0, -nan, -nan
4, 10, -2.04854, -1.89096, 25017, 0, -nan, -nan
4, 10, -1.89096, -1.73338, 24783, 0, -nan, -nan
4, 10, -1.73338, -1.5758, 24901, 0, -nan, -nan
4, 10, -1.5758, -1.41822, 24660, 0, -nan, -nan
4, 10, -1.41822, -1.26064, 24782, 0, -nan, -nan
4, 10, -1.26064, -1.10306, 24690, 0, -nan, -nan
4, 10, -1.10306, -0.945478, 24759, 0, -nan, -nan
4, 10, -0.945478, -0.787898, 24793, 0, -nan, -nan
4, 10, -0.787898, -0.630319, 24732, 0, -nan, -nan
4, 10, -0.630319, -0.472739, 25026, 0, -nan, -nan
4, 10, -0.472739, -0.315159, 24698, 0, -nan, -nan
4, 10, -0.315159, -0.15758, 24662, 0, -nan, -nan
4, 10, -0.15758, 0, 24732, 2039, 0.279471, 0.0230406
4, 10, 0, 0.157579, 24639, 2299, 0.233715, 0.0218073
4, 10, 0.157579, 0.315159, 24736, 0, -nan, -nan
4, 10, 0.315159, 0.472739, 24777, 0, -nan, -nan
4, 10, 0.472739, 0.630318, 24815, 0, -nan, -nan
4, 10, 0.630318, 0.787898, 24897, 0, -nan, -nan
4, 10, 0.787898, 0.945477, 24679, 0, -nan, -nan
4, 10, 0.945477, 1.10306, 24799, 0, -nan, -nan
4, 10, 1.10306, 1.26064, 24381, 0, -nan, -nan
4, 10, 1.26064, 1.41822, 24595, 0, -nan, -nan
4, 10, 1.41822, 1.5758, 24974, 0, -nan, -nan
4, 10, 1.5758, 1.73338, 24963, 0, -nan, -nan
4, 10, 1.73338, 1.89096, 24627, 0, -nan, -nan
4, 10, 1.89096, 2.04853, 24793, 0, -nan, -nan
4, 10, 2.04853, 2.20611, 24941, 0, -nan, -nan
4, 10, 2.20611, 2.36369, 25016, 0, -nan, -nan
4, 10, 2.36369, 2.52127, 24776, 0, -nan, -nan
4, 10, 2.52127, 2.67885, 24729, 0, -nan, -nan
4, 10, 2.67885, 2.83643, 24900, 0, -nan, -nan
4, 10, 2.83643, 2.99401, 24806, 0, -nan, -nan
4, 10, 2.99401, 3.15159, 23142, 2194, 0.235621, 0.0223383
TABLE 2/3: 30< N_{particle} <200
AbsEtaLow,AbsEtaHigh,PhiLow,PhiHigh,Numerator,Denominator,Error,RelativeError
0, 0.2, -3.15159, -2.99401, 57287, 28835, 0.0143452, 0.00722053
0, 0.2, -2.99401, -2.83643, 66292, 32425, 0.013855, 0.00677681
0, 0.2, -2.83643, -2.67885, 71002, 36254, 0.0126419, 0.00645502
0, 0.2, -2.67885, -2.52127, 74924, 42640, 0.0106591, 0.00606622
0, 0.2, -2.52127, -2.36369, 77771, 54675, 0.00793862, 0.00558105
0, 0.2, -2.36369, -2.20611, 79306, 75771, 0.00531707, 0.00508006
0, 0.2, -2.20611, -2.04854, 81044, 122084, 0.00300786, 0.00453101
0, 0.2, -2.04854, -1.89096, 82217, 242850, 0.00136603, 0.00403494
0, 0.2, -1.89096, -1.73338, 82601, 865368, 0.000347607, 0.0036417
0, 0.2, -1.73338, -1.5758, 83123, 1.55561e+06, 0.000190223, 0.00355994
0, 0.2, -1.5758, -1.41822, 82546, 1.54363e+06, 0.000191037, 0.00357243
0, 0.2, -1.41822, -1.26064, 82788, 952752, 0.000314845, 0.00362335
0, 0.2, -1.26064, -1.10306, 82480, 255793, 0.00129114, 0.00400419
0, 0.2, -1.10306, -0.945478, 81361, 127378, 0.00286661, 0.00448793
0, 0.2, -0.945478, -0.787898, 79442, 78777, 0.00507055, 0.00502811
0, 0.2, -0.787898, -0.630319, 77596, 55328, 0.00780376, 0.00556429
0, 0.2, -0.630319, -0.472739, 75195, 43658, 0.0103634, 0.00601698
0, 0.2, -0.472739, -0.315159, 71921, 36163, 0.0128207, 0.00644645
0, 0.2, -0.315159, -0.15758, 66526, 32263, 0.0139892, 0.00678432
0, 0.2, -0.15758, 0, 61407, 30785, 0.0139299, 0.00698342
0, 0.2, 0, 0.157579, 61289, 30936, 0.0138172, 0.00697431
0, 0.2, 0.157579, 0.315159, 66916, 32657, 0.0138316, 0.00675022
0, 0.2, 0.315159, 0.472739, 71330, 36576, 0.0125419, 0.00643115
0, 0.2, 0.472739, 0.630318, 75293, 43790, 0.0103333, 0.0060098
0, 0.2, 0.630318, 0.787898, 77860, 55612, 0.00777319, 0.00555205
0, 0.2, 0.787898, 0.945477, 80060, 79242, 0.00506274, 0.00501101
0, 0.2, 0.945477, 1.10306, 81052, 126989, 0.00286951, 0.00449583
0, 0.2, 1.10306, 1.26064, 81725, 254630, 0.00129036, 0.00402038
0, 0.2, 1.26064, 1.41822, 82266, 946171, 0.000316042, 0.00363491
0, 0.2, 1.41822, 1.5758, 82780, 1.54252e+06, 0.000191463, 0.0035677
0, 0.2, 1.5758, 1.73338, 82894, 1.5533e+06, 0.000190238, 0.00356474
0, 0.2, 1.73338, 1.89096, 82471, 867964, 0.000346226, 0.00364384
0, 0.2, 1.89096, 2.04853, 81983, 243432, 0.00135992, 0.00403802
0, 0.2, 2.04853, 2.20611, 80903, 122418, 0.00299437, 0.00453092
0, 0.2, 2.20611, 2.36369, 79831, 76282, 0.00529874, 0.00506317
0, 0.2, 2.36369, 2.52127, 77766, 54720, 0.00792977, 0.00557978
0, 0.2, 2.52127, 2.67885, 74466, 42694, 0.0105881, 0.00607054
0, 0.2, 2.67885, 2.83643, 71554, 36075, 0.0128077, 0.0064572
0, 0.2, 2.83643, 2.99401, 66650, 32597, 0.0138195, 0.0067588
0, 0.2, 2.99401, 3.15159, 57262, 28846, 0.0143327, 0.00722014
0.2, 0.4, -3.15159, -2.99401, 65324, 80528, 0.00427142, 0.00526558
0.2, 0.4, -2.99401, -2.83643, 74754, 91969, 0.0040027, 0.00492447
0.2, 0.4, -2.83643, -2.67885, 79190, 105130, 0.00354431, 0.0047053
0.2, 0.4, -2.67885, -2.52127, 83623, 125135, 0.00298481, 0.00446652
0.2, 0.4, -2.52127, -2.36369, 85465, 164842, 0.00218539, 0.00421511
0.2, 0.4, -2.36369, -2.20611, 87385, 234490, 0.00147698, 0.00396336
0.2, 0.4, -2.20611, -2.04854, 88945, 399804, 0.00082477, 0.00370731
0.2, 0.4, -2.04854, -1.89096, 89565, 990964, 0.000315356, 0.00348915
0.2, 0.4, -1.89096, -1.73338, 90495, 684246, 0.000467813, 0.0035372
0.2, 0.4, -1.73338, -1.5758, 90696, 0, -nan, -nan
0.2, 0.4, -1.5758, -1.41822, 90851, 0, -nan, -nan
0.2, 0.4, -1.41822, -1.26064, 90554, 606415, 0.000531993, 0.00356261
0.2, 0.4, -1.26064, -1.10306, 89609, 1.02704e+06, 0.000303915, 0.00348328
0.2, 0.4, -1.10306, -0.945478, 89573, 420757, 0.00078337, 0.00367978
0.2, 0.4, -0.945478, -0.787898, 87422, 243407, 0.00141616, 0.00394298
0.2, 0.4, -0.787898, -0.630319, 85691, 166898, 0.00215774, 0.00420256
0.2, 0.4, -0.630319, -0.472739, 83284, 128844, 0.00287398, 0.00444617
0.2, 0.4, -0.472739, -0.315159, 79013, 105097, 0.00353999, 0.00470863
0.2, 0.4, -0.315159, -0.15758, 74903, 93174, 0.00394513, 0.00490746
0.2, 0.4, -0.15758, 0, 69535, 86047, 0.00412076, 0.00509929
0.2, 0.4, 0, 0.157579, 69899, 86687, 0.00409903, 0.00508351
0.2, 0.4, 0.157579, 0.315159, 74781, 93047, 0.00394707, 0.00491117
0.2, 0.4, 0.315159, 0.472739, 79895, 105161, 0.00356557, 0.00469315
0.2, 0.4, 0.472739, 0.630318, 83378, 128290, 0.00289111, 0.00444842
0.2, 0.4, 0.630318, 0.787898, 85437, 167253, 0.00214811, 0.00420518
0.2, 0.4, 0.787898, 0.945477, 87317, 243478, 0.00141462, 0.00394457
0.2, 0.4, 0.945477, 1.10306, 89336, 418854, 0.000786018, 0.00368526
0.2, 0.4, 1.10306, 1.26064, 89485, 1.02547e+06, 0.000304173, 0.00348572
0.2, 0.4, 1.26064, 1.41822, 89974, 609864, 0.000526875, 0.00357128
0.2, 0.4, 1.41822, 1.5758, 91062, 0, -nan, -nan
0.2, 0.4, 1.5758, 1.73338, 90900, 0, -nan, -nan
0.2, 0.4, 1.73338, 1.89096, 90099, 680475, 0.000469406, 0.0035452
0.2, 0.4, 1.89096, 2.04853, 89600, 992432, 0.000314936, 0.00348831
0.2, 0.4, 2.04853, 2.20611, 89420, 400742, 0.000825258, 0.00369845
0.2, 0.4, 2.20611, 2.36369, 87614, 233864, 0.00148394, 0.00396102
0.2, 0.4, 2.36369, 2.52127, 85357, 164701, 0.00218573, 0.00421748
0.2, 0.4, 2.52127, 2.67885, 83623, 126310, 0.00295153, 0.00445819
0.2, 0.4, 2.67885, 2.83643, 79270, 104735, 0.00356313, 0.00470776
0.2, 0.4, 2.83643, 2.99401, 74710, 92399, 0.00397822, 0.00492013
0.2, 0.4, 2.99401, 3.15159, 64969, 80808, 0.00423659, 0.00526944
0.4, 0.6, -3.15159, -2.99401, 70881, 117433, 0.00287092, 0.00475643
0.4, 0.6, -2.99401, -2.83643, 80754, 137338, 0.00260745, 0.00443448
0.4, 0.6, -2.83643, -2.67885, 85148, 158851, 0.00227665, 0.00424729
0.4, 0.6, -2.67885, -2.52127, 88718, 194099, 0.00185235, 0.00405261
0.4, 0.6, -2.52127, -2.36369, 90344, 263054, 0.00132439, 0.0038562
0.4, 0.6, -2.36369, -2.20611, 93102, 407515, 0.000829883, 0.00363247
0.4, 0.6, -2.20611, -2.04854, 93812, 866787, 0.00037199, 0.00343705
0.4, 0.6, -2.04854, -1.89096, 94618, 336006, 0.00103637, 0.00368035
0.4, 0.6, -1.89096, -1.73338, 95014, 0, -nan, -nan
0.4, 0.6, -1.73338, -1.5758, 95897, 0, -nan, -nan
0.4, 0.6, -1.5758, -1.41822, 95349, 0, -nan, -nan
0.4, 0.6, -1.41822, -1.26064, 95237, 0, -nan, -nan
0.4, 0.6, -1.26064, -1.10306, 94944, 277987, 0.00128384, 0.00375896
0.4, 0.6, -1.10306, -0.945478, 94125, 884562, 0.000364823, 0.00342851
0.4, 0.6, -0.945478, -0.787898, 92815, 427879, 0.000785451, 0.00362094
0.4, 0.6, -0.787898, -0.630319, 91103, 266050, 0.00131446, 0.00383866
0.4, 0.6, -0.630319, -0.472739, 88760, 198724, 0.00180318, 0.00403713
0.4, 0.6, -0.472739, -0.315159, 85654, 159599, 0.00227319, 0.00423563
0.4, 0.6, -0.315159, -0.15758, 80638, 138808, 0.00257224, 0.00442779
0.4, 0.6, -0.15758, 0, 76105, 127046, 0.00274584, 0.00458377
0.4, 0.6, 0, 0.157579, 75814, 127465, 0.00272794, 0.00458644
0.4, 0.6, 0.157579, 0.315159, 80713, 138595, 0.00257856, 0.00442774
0.4, 0.6, 0.315159, 0.472739, 85285, 160032, 0.00225938, 0.00423959
0.4, 0.6, 0.472739, 0.630318, 88322, 198669, 0.00179793, 0.00404422
0.4, 0.6, 0.630318, 0.787898, 90930, 267751, 0.0013035, 0.00383827
0.4, 0.6, 0.787898, 0.945477, 92787, 425234, 0.000790634, 0.0036234
0.4, 0.6, 0.945477, 1.10306, 93845, 885385, 0.000363873, 0.00343298
0.4, 0.6, 1.10306, 1.26064, 94756, 278918, 0.00127742, 0.00376015
0.4, 0.6, 1.26064, 1.41822, 94947, 0, -nan, -nan
0.4, 0.6, 1.41822, 1.5758, 95137, 0, -nan, -nan
0.4, 0.6, 1.5758, 1.73338, 95266, 0, -nan, -nan
0.4, 0.6, 1.73338, 1.89096, 94913, 0, -nan, -nan
0.4, 0.6, 1.89096, 2.04853, 94313, 333912, 0.00104153, 0.00368752
0.4, 0.6, 2.04853, 2.20611, 94061, 866922, 0.000372471, 0.00343291
0.4, 0.6, 2.20611, 2.36369, 92759, 406698, 0.000829887, 0.00363861
0.4, 0.6, 2.36369, 2.52127, 91396, 261697, 0.00134187, 0.00384221
0.4, 0.6, 2.52127, 2.67885, 88925, 194209, 0.00185398, 0.00404902
0.4, 0.6, 2.67885, 2.83643, 85658, 159267, 0.00227883, 0.00423711
0.4, 0.6, 2.83643, 2.99401, 80348, 138063, 0.00258231, 0.00443722
0.4, 0.6, 2.99401, 3.15159, 71092, 117608, 0.00287171, 0.0047507
0.6, 0.8, -3.15159, -2.99401, 76178, 137612, 0.00249991, 0.00451597
0.6, 0.8, -2.99401, -2.83643, 85303, 164463, 0.0021885, 0.0042194
0.6, 0.8, -2.83643, -2.67885, 90238, 192945, 0.00188616, 0.00403294
0.6, 0.8, -2.67885, -2.52127, 93276, 244173, 0.00147042, 0.0038492
0.6, 0.8, -2.52127, -2.36369, 94792, 360487, 0.000959821, 0.00365013
0.6, 0.8, -2.36369, -2.20611, 96480, 712999, 0.000464182, 0.00343036
0.6, 0.8, -2.20611, -2.04854, 97721, 198399, 0.00192495, 0.00390814
0.6, 0.8, -2.04854, -1.89096, 98734, 0, -nan, -nan
0.6, 0.8, -1.89096, -1.73338, 98765, 0, -nan, -nan
0.6, 0.8, -1.73338, -1.5758, 98776, 0, -nan, -nan
0.6, 0.8, -1.5758, -1.41822, 99038, 0, -nan, -nan
0.6, 0.8, -1.41822, -1.26064, 98897, 0, -nan, -nan
0.6, 0.8, -1.26064, -1.10306, 98154, 0, -nan, -nan
0.6, 0.8, -1.10306, -0.945478, 97686, 152182, 0.00263164, 0.00409975
0.6, 0.8, -0.945478, -0.787898, 96704, 728395, 0.000454386, 0.00342253
0.6, 0.8, -0.787898, -0.630319, 95413, 372613, 0.000929077, 0.00362829
0.6, 0.8, -0.630319, -0.472739, 93038, 250383, 0.00142671, 0.00383955
0.6, 0.8, -0.472739, -0.315159, 90035, 193501, 0.00187709, 0.00403419
0.6, 0.8, -0.315159, -0.15758, 85856, 164820, 0.00219244, 0.00420888
0.6, 0.8, -0.15758, 0, 81346, 147678, 0.00240511, 0.00436631
0.6, 0.8, 0, 0.157579, 81358, 149177, 0.00237693, 0.0043583
0.6, 0.8, 0.157579, 0.315159, 85865, 165630, 0.00218004, 0.0042052
0.6, 0.8, 0.315159, 0.472739, 89425, 194660, 0.00185583, 0.00403977
0.6, 0.8, 0.472739, 0.630318, 92928, 250154, 0.00142712, 0.00384169
0.6, 0.8, 0.630318, 0.787898, 95112, 371919, 0.000929219, 0.00363355
0.6, 0.8, 0.787898, 0.945477, 96764, 727664, 0.000455027, 0.0034218
0.6, 0.8, 0.945477, 1.10306, 98027, 155261, 0.00257565, 0.00407947
0.6, 0.8, 1.10306, 1.26064, 98258, 0, -nan, -nan
0.6, 0.8, 1.26064, 1.41822, 99477, 0, -nan, -nan
0.6, 0.8, 1.41822, 1.5758, 99274, 0, -nan, -nan
0.6, 0.8, 1.5758, 1.73338, 99170, 0, -nan, -nan
0.6, 0.8, 1.73338, 1.89096, 98820, 0, -nan, -nan
0.6, 0.8, 1.89096, 2.04853, 98794, 0, -nan, -nan
0.6, 0.8, 2.04853, 2.20611, 97640, 196845, 0.0019416, 0.00391431
0.6, 0.8, 2.20611, 2.36369, 96508, 714024, 0.000463551, 0.00342963
0.6, 0.8, 2.36369, 2.52127, 95856, 361337, 0.000963809, 0.00363315
0.6, 0.8, 2.52127, 2.67885, 92815, 244733, 0.00146197, 0.00385489
0.6, 0.8, 2.67885, 2.83643, 90219, 192024, 0.00189639, 0.00403631
0.6, 0.8, 2.83643, 2.99401, 85554, 164013, 0.00219987, 0.0042173
0.6, 0.8, 2.99401, 3.15159, 76180, 138296, 0.00248539, 0.00451195
0.8, 1, -3.15159, -2.99401, 80278, 143046, 0.00247487, 0.00440993
0.8, 1, -2.99401, -2.83643, 89913, 173421, 0.00213065, 0.00410952
0.8, 1, -2.83643, -2.67885, 93448, 209882, 0.00175097, 0.00393265
0.8, 1, -2.67885, -2.52127, 96087, 287422, 0.00124578, 0.00372645
0.8, 1, -2.52127, -2.36369, 98215, 569491, 0.00059587, 0.0034551
0.8, 1, -2.36369, -2.20611, 99150, 164917, 0.00241605, 0.00401863
0.8, 1, -2.20611, -2.04854, 100422, 0, -nan, -nan
0.8, 1, -2.04854, -1.89096, 101081, 0, -nan, -nan
0.8, 1, -1.89096, -1.73338, 101416, 0, -nan, -nan
0.8, 1, -1.73338, -1.5758, 102248, 0, -nan, -nan
0.8, 1, -1.5758, -1.41822, 102227, 0, -nan, -nan
0.8, 1, -1.41822, -1.26064, 101663, 0, -nan, -nan
0.8, 1, -1.26064, -1.10306, 101047, 0, -nan, -nan
0.8, 1, -1.10306, -0.945478, 100971, 0, -nan, -nan
0.8, 1, -0.945478, -0.787898, 99681, 129457, 0.00324464, 0.00421386
0.8, 1, -0.787898, -0.630319, 98069, 579078, 0.000584792, 0.00345308
0.8, 1, -0.630319, -0.472739, 96635, 298659, 0.00119747, 0.00370088
0.8, 1, -0.472739, -0.315159, 93636, 211894, 0.00173408, 0.00392416
0.8, 1, -0.315159, -0.15758, 90026, 175350, 0.00210502, 0.0041001
0.8, 1, -0.15758, 0, 85729, 153560, 0.00238017, 0.00426342
0.8, 1, 0, 0.157579, 85665, 155240, 0.00234865, 0.00425617
0.8, 1, 0.157579, 0.315159, 90007, 175460, 0.00210318, 0.00409995
0.8, 1, 0.315159, 0.472739, 93945, 212811, 0.00172919, 0.00391708
0.8, 1, 0.472739, 0.630318, 96293, 298157, 0.00119709, 0.0037066
0.8, 1, 0.630318, 0.787898, 98354, 579238, 0.000585591, 0.00344873
0.8, 1, 0.787898, 0.945477, 100159, 129983, 0.00323976, 0.00420445
0.8, 1, 0.945477, 1.10306, 100855, 0, -nan, -nan
0.8, 1, 1.10306, 1.26064, 101117, 0, -nan, -nan
0.8, 1, 1.26064, 1.41822, 101652, 0, -nan, -nan
0.8, 1, 1.41822, 1.5758, 101509, 0, -nan, -nan
0.8, 1, 1.5758, 1.73338, 101771, 0, -nan, -nan
0.8, 1, 1.73338, 1.89096, 101881, 0, -nan, -nan
0.8, 1, 1.89096, 2.04853, 100924, 0, -nan, -nan
0.8, 1, 2.04853, 2.20611, 100476, 0, -nan, -nan
0.8, 1, 2.20611, 2.36369, 99479, 163717, 0.00244267, 0.00402001
0.8, 1, 2.36369, 2.52127, 98141, 570191, 0.000594827, 0.0034559
0.8, 1, 2.52127, 2.67885, 95583, 288700, 0.00123551, 0.00373174
0.8, 1, 2.67885, 2.83643, 93409, 209803, 0.00175126, 0.00393344
0.8, 1, 2.83643, 2.99401, 89820, 172554, 0.0021417, 0.00411445
0.8, 1, 2.99401, 3.15159, 80200, 143316, 0.00246774, 0.00440981
1, 1.2, -3.15159, -2.99401, 84308, 138918, 0.00264953, 0.00436575
1, 1.2, -2.99401, -2.83643, 93598, 171038, 0.00222494, 0.00406579
1, 1.2, -2.83643, -2.67885, 95953, 219168, 0.00169474, 0.00387098
1, 1.2, -2.67885, -2.52127, 98553, 409132, 0.000854746, 0.00354838
1, 1.2, -2.52127, -2.36369, 99657, 210166, 0.00182376, 0.00384611
1, 1.2, -2.36369, -2.20611, 101323, 0, -nan, -nan
1, 1.2, -2.20611, -2.04854, 102247, 0, -nan, -nan
1, 1.2, -2.04854, -1.89096, 102618, 0, -nan, -nan
1, 1.2, -1.89096, -1.73338, 102662, 0, -nan, -nan
1, 1.2, -1.73338, -1.5758, 103542, 0, -nan, -nan
1, 1.2, -1.5758, -1.41822, 103577, 0, -nan, -nan
1, 1.2, -1.41822, -1.26064, 103428, 0, -nan, -nan
1, 1.2, -1.26064, -1.10306, 103056, 0, -nan, -nan
1, 1.2, -1.10306, -0.945478, 102176, 0, -nan, -nan
1, 1.2, -0.945478, -0.787898, 101864, 0, -nan, -nan
1, 1.2, -0.787898, -0.630319, 100840, 169251, 0.00237014, 0.00397808
1, 1.2, -0.630319, -0.472739, 98963, 432691, 0.000805906, 0.00352362
1, 1.2, -0.472739, -0.315159, 97003, 223690, 0.00166712, 0.0038444
1, 1.2, -0.315159, -0.15758, 93576, 173523, 0.00218717, 0.00405579
1, 1.2, -0.15758, 0, 90513, 149089, 0.00255819, 0.00421373
1, 1.2, 0, 0.157579, 90151, 150862, 0.00251557, 0.00420964
1, 1.2, 0.157579, 0.315159, 93544, 173107, 0.00219284, 0.00405795
1, 1.2, 0.315159, 0.472739, 96674, 222407, 0.00167449, 0.00385231
1, 1.2, 0.472739, 0.630318, 98682, 430722, 0.000808569, 0.0035292
1, 1.2, 0.630318, 0.787898, 100296, 171874, 0.00231871, 0.0039735
1, 1.2, 0.787898, 0.945477, 101591, 0, -nan, -nan
1, 1.2, 0.945477, 1.10306, 101971, 0, -nan, -nan
1, 1.2, 1.10306, 1.26064, 102680, 0, -nan, -nan
1, 1.2, 1.26064, 1.41822, 103223, 0, -nan, -nan
1, 1.2, 1.41822, 1.5758, 103535, 0, -nan, -nan
1, 1.2, 1.5758, 1.73338, 103567, 0, -nan, -nan
1, 1.2, 1.73338, 1.89096, 102920, 0, -nan, -nan
1, 1.2, 1.89096, 2.04853, 103027, 0, -nan, -nan
1, 1.2, 2.04853, 2.20611, 102621, 0, -nan, -nan
1, 1.2, 2.20611, 2.36369, 101510, 0, -nan, -nan
1, 1.2, 2.36369, 2.52127, 100102, 206459, 0.00186736, 0.00385141
1, 1.2, 2.52127, 2.67885, 98962, 409340, 0.000856385, 0.00354229
1, 1.2, 2.67885, 2.83643, 96444, 219204, 0.00170007, 0.00386402
1, 1.2, 2.83643, 2.99401, 93291, 171293, 0.00221611, 0.00406904
1, 1.2, 2.99401, 3.15159, 84438, 138830, 0.00265434, 0.00436418
1.2, 1.4, -3.15159, -2.99401, 87952, 128911, 0.00298387, 0.00437346
1.2, 1.4, -2.99401, -2.83643, 96318, 161730, 0.00242392, 0.00407006
1.2, 1.4, -2.83643, -2.67885, 98333, 241202, 0.00154248, 0.00378357
1.2, 1.4, -2.67885, -2.52127, 100829, 295546, 0.00124425, 0.0036471
1.2, 1.4, -2.52127, -2.36369, 101939, 0, -nan, -nan
1.2, 1.4, -2.36369, -2.20611, 102773, 0, -nan, -nan
1.2, 1.4, -2.20611, -2.04854, 102769, 0, -nan, -nan
1.2, 1.4, -2.04854, -1.89096, 103327, 0, -nan, -nan
1.2, 1.4, -1.89096, -1.73338, 104252, 0, -nan, -nan
1.2, 1.4, -1.73338, -1.5758, 104276, 0, -nan, -nan
